,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
7335,G21F_7878_V2__2855,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7336,G21F_7878_V2__2865,Unassigned,Unassigned,Unassigned,,Overlap (VC_182/VC_597/VC_752),,,,,,,,,,
7338,G21F_7878_V2__2933,Unassigned,Unassigned,Unassigned,,Overlap (VC_195/VC_1255),,,,,,,,,,
7339,G21F_7878_V2__2959,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7341,G21F_7878_V2__2990,Unassigned,Unassigned,Unassigned,,Overlap (VC_929/VC_1487),,,,,,,,,,
7342,G21F_7878_V2__3020,Unassigned,Unassigned,Unassigned,,Overlap (VC_48/VC_498),,,,,,,,,,
7343,G21F_7878_V2__3056,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_1464),,,,,,,,,,
7344,G21F_7878_V2__3100,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7346,G21F_7878_V2__3190,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7347,G21F_7878_V2__3196,Unassigned,Unassigned,Unassigned,,Overlap (VC_840/VC_1360),,,,,,,,,,
7348,G21F_7878_V2__3197,Unassigned,Unassigned,Unassigned,,Overlap (VC_167/VC_1530),,,,,,,,,,
7349,G21F_7878_V2__3206,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7350,G21F_7878_V2__3224,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7352,G21F_7878_V2__3286,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7353,G21F_7878_V2__3310,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7354,G21F_7878_V2__3365,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7357,G21F_7878_V2__3414,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7358,G21F_7878_V2__3415,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7359,G21F_7878_V2__3443,Unassigned,Unassigned,Unassigned,,Overlap (VC_206/VC_299/VC_1192),,,,,,,,,,
7360,G21F_7878_V2__3456,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7361,G21F_7878_V2__3458,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7363,G21F_7878_V2__3468,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7365,G21F_7878_V2__3494,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7366,G21F_7878_V2__3532,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_288),,,,,,,,,,
7368,G21F_7878_V2__3553,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7369,G21F_7878_V2__3585,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7370,G21F_7878_V2__3597,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7373,G21F_7878_V2__3636,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7375,G21F_7878_V2__369,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7376,G21F_7878_V2__3704,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7379,G21F_7878_V2__3748,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7380,G21F_7878_V2__3749,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7381,G21F_7878_V2__3762,Unassigned,Unassigned,Unassigned,,Overlap (VC_150/VC_191),,,,,,,,,,
7382,G21F_7878_V2__3771,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7383,G21F_7878_V2__380,Unassigned,Unassigned,Unassigned,,Overlap (VC_202/VC_1392),,,,,,,,,,
7384,G21F_7878_V2__3845,Unassigned,Unassigned,Unassigned,,Overlap (VC_317/VC_323),,,,,,,,,,
7385,G21F_7878_V2__385,Unassigned,Unassigned,Unassigned,,Overlap (VC_608/VC_609/VC_613),,,,,,,,,,
7386,G21F_7878_V2__390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7387,G21F_7878_V2__3900,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7388,G21F_7878_V2__3954,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7391,G21F_7878_V2__3979,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7392,G21F_7878_V2__3981,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7393,G21F_7878_V2__399,Unassigned,Unassigned,Unassigned,,Overlap (VC_204/VC_293),,,,,,,,,,
7394,G21F_7878_V2__4014,Unassigned,Unassigned,Unassigned,,Overlap (VC_713/VC_935),,,,,,,,,,
7396,G21F_7878_V2__4087,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7397,G21F_7878_V2__4102,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7398,G21F_7878_V2__4128,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7399,G21F_7878_V2__4154,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7400,G21F_7878_V2__4193,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7402,G21F_7878_V2__4247,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7404,G21F_7878_V2__4280,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7405,G21F_7878_V2__4343,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7406,G21F_7878_V2__4352,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7407,G21F_7878_V2__4384,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7408,G21F_7878_V2__4411,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7409,G21F_7878_V2__4420,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7411,G21F_7878_V2__4431,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7413,G21F_7878_V2__4434,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7414,G21F_7878_V2__450,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7415,G21F_7878_V2__451,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7418,G21F_7878_V2__4672,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7420,G21F_7878_V2__4743,Unassigned,Unassigned,Unassigned,,Overlap (VC_1121/VC_1473),,,,,,,,,,
7423,G21F_7878_V2__4826,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7424,G21F_7878_V2__484,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7425,G21F_7878_V2__486,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7428,G21F_7878_V2__4914,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7429,G21F_7878_V2__492,Unassigned,Unassigned,Unassigned,,Overlap (VC_75/VC_789/VC_1486),,,,,,,,,,
7431,G21F_7878_V2__4961,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7432,G21F_7878_V2__4968,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7433,G21F_7878_V2__4977,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7436,G21F_7878_V2__5027,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7437,G21F_7878_V2__5033,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7440,G21F_7878_V2__5073,Unassigned,Unassigned,Unassigned,,Overlap (VC_165/VC_331),,,,,,,,,,
7441,G21F_7878_V2__5090,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7442,G21F_7878_V2__5094,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7443,G21F_7878_V2__51,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7444,G21F_7878_V2__510,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7446,G21F_7878_V2__5183,Unassigned,Unassigned,Unassigned,,Overlap (VC_111/VC_495),,,,,,,,,,
7447,G21F_7878_V2__5196,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7448,G21F_7878_V2__52,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7452,G21F_7878_V2__5276,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7453,G21F_7878_V2__5283,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7454,G21F_7878_V2__5311,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7455,G21F_7878_V2__5332,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7458,G21F_7878_V2__5380,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7459,G21F_7878_V2__5384,Unassigned,Unassigned,Unassigned,,Overlap (VC_85/VC_204),,,,,,,,,,
7460,G21F_7878_V2__541,Unassigned,Unassigned,Unassigned,,Overlap (VC_77/VC_1331),,,,,,,,,,
7467,G21F_7878_V2__5463,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7469,G21F_7878_V2__5478,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7471,G21F_7878_V2__5518,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7472,G21F_7878_V2__5532,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7473,G21F_7878_V2__5541,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7475,G21F_7878_V2__5576,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7476,G21F_7878_V2__5647,Unassigned,Unassigned,Unassigned,,Overlap (VC_56/VC_1530),,,,,,,,,,
7479,G21F_7878_V2__5720,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7480,G21F_7878_V2__5757,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_288),,,,,,,,,,
7481,G21F_7878_V2__5773,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7483,G21F_7878_V2__5817,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7486,G21F_7878_V2__5903,Unassigned,Unassigned,Unassigned,,Overlap (VC_59/VC_70),,,,,,,,,,
7487,G21F_7878_V2__5915,Unassigned,Unassigned,Unassigned,,Overlap (VC_367/VC_378),,,,,,,,,,
7488,G21F_7878_V2__5923,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7491,G21F_7878_V2__5983,Unassigned,Unassigned,Unassigned,,Overlap (VC_167/VC_1530),,,,,,,,,,
7493,G21F_7878_V2__6015,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7494,G21F_7878_V2__6022,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7496,G21F_7878_V2__6046,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7497,G21F_7878_V2__6055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7498,G21F_7878_V2__6070,Unassigned,Unassigned,Unassigned,,Overlap (VC_48/VC_498),,,,,,,,,,
7499,G21F_7878_V2__609,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7502,G21F_7878_V2__6132,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7503,G21F_7878_V2__6148,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_374),,,,,,,,,,
7505,G21F_7878_V2__6156,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7506,G21F_7878_V2__6169,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7507,G21F_7878_V2__6175,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7509,G21F_7878_V2__6250,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7511,G21F_7878_V2__6284,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7512,G21F_7878_V2__6289,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7514,G21F_7878_V2__6318,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7515,G21F_7878_V2__6393,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7516,G21F_7878_V2__6418,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7518,G21F_7878_V2__6439,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7519,G21F_7878_V2__6459,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7520,G21F_7878_V2__6490,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_288),,,,,,,,,,
7521,G21F_7878_V2__6491,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7523,G21F_7878_V2__6556,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7524,G21F_7878_V2__6596,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7527,G21F_7878_V2__6714,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7529,G21F_7878_V2__6748,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7532,G21F_7878_V2__6812,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7536,G21F_7878_V2__6900,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7537,G21F_7878_V2__6930,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7541,G21F_7878_V2__6959,Unassigned,Unassigned,Unassigned,,Overlap (VC_6/VC_389),,,,,,,,,,
7542,G21F_7878_V2__7002,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7544,G21F_7878_V2__7047,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7546,G21F_7878_V2__7081,Unassigned,Unassigned,Unassigned,,Overlap (VC_56/VC_96/VC_199),,,,,,,,,,
7550,G21F_7878_V2__7163,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7551,G21F_7878_V2__7177,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7552,G21F_7878_V2__7196,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7553,G21F_7878_V2__7248,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7554,G21F_7878_V2__7263,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7556,G21F_7878_V2__7276,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7557,G21F_7878_V2__7338,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7558,G21F_7878_V2__7417,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7559,G21F_7878_V2__7436,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7560,G21F_7878_V2__7444,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7561,G21F_7878_V2__7451,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7562,G21F_7878_V2__7467,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7563,G21F_7878_V2__7473,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7565,G21F_7878_V2__7500,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7566,G21F_7878_V2__7528,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7567,G21F_7878_V2__7540,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7569,G21F_7878_V2__7597,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7571,G21F_7878_V2__7611,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7572,G21F_7878_V2__7616,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7573,G21F_7878_V2__7618,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7575,G21F_7878_V2__7644,Unassigned,Unassigned,Unassigned,,Overlap (VC_10/VC_15),,,,,,,,,,
7577,G21F_7878_V2__769,Unassigned,Unassigned,Unassigned,,Overlap (VC_100/VC_104),,,,,,,,,,
7578,G21F_7878_V2__7693,Unassigned,Unassigned,Unassigned,,Overlap (VC_448/VC_525),,,,,,,,,,
7579,G21F_7878_V2__7697,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7580,G21F_7878_V2__7702,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7585,G21F_7878_V2__7759,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7586,G21F_7878_V2__7782,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7588,G21F_7878_V2__7828,Unassigned,Unassigned,Unassigned,,Overlap (VC_199/VC_207/VC_486),,,,,,,,,,
7591,G21F_7878_V2__784,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7594,G21F_7878_V2__7897,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7595,G21F_7878_V2__7905,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7596,G21F_7878_V2__791,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7597,G21F_7878_V2__7911,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7598,G21F_7878_V2__794,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7599,G21F_7878_V2__801,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7600,G21F_7878_V2__8035,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7601,G21F_7878_V2__8053,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7602,G21F_7878_V2__808,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7603,G21F_7878_V2__8087,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7604,G21F_7878_V2__8090,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7605,G21F_7878_V2__8094,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7606,G21F_7878_V2__8095,Unassigned,Unassigned,Unassigned,,Overlap (VC_2/VC_5),,,,,,,,,,
7607,G21F_7878_V2__8129,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7608,G21F_7878_V2__8141,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7612,G21F_7878_V2__8287,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7613,G21F_7878_V2__8301,Unassigned,Unassigned,Unassigned,,Overlap (VC_85/VC_199/VC_207/VC_297),,,,,,,,,,
7614,G21F_7878_V2__8308,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7615,G21F_7878_V2__8339,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7616,G21F_7878_V2__8361,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7617,G21F_7878_V2__8370,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7618,G21F_7878_V2__8373,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7619,G21F_7878_V2__8402,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7621,G21F_7878_V2__8465,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7622,G21F_7878_V2__8496,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7623,G21F_7878_V2__8505,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7624,G21F_7878_V2__8527,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7625,G21F_7878_V2__8535,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7626,G21F_7878_V2__8545,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7628,G21F_7878_V2__8613,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7629,G21F_7878_V2__8618,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7631,G21F_7878_V2__8689,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7632,G21F_7878_V2__8708,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7633,G21F_7878_V2__8723,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7634,G21F_7878_V2__8735,Unassigned,Unassigned,Unassigned,,Overlap (VC_328/VC_362),,,,,,,,,,
7635,G21F_7878_V2__8748,Unassigned,Unassigned,Unassigned,,Overlap (VC_113/VC_585),,,,,,,,,,
7636,G21F_7878_V2__8749,Unassigned,Unassigned,Unassigned,,Overlap (VC_287/VC_429),,,,,,,,,,
7639,G21F_7878_V2__8785,Unassigned,Unassigned,Unassigned,,Overlap (VC_296/VC_307),,,,,,,,,,
7640,G21F_7878_V2__879,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_255),,,,,,,,,,
7641,G21F_7878_V2__880,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7642,G21F_7878_V2__8817,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7643,G21F_7878_V2__8896,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7644,G21F_7878_V2__892,Unassigned,Unassigned,Unassigned,,Overlap (VC_202/VC_306/VC_1392),,,,,,,,,,
7647,G21F_7878_V2__8993,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7648,G21F_7878_V2__9018,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7649,G21F_7878_V2__9028,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7650,G21F_7878_V2__9055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7651,G21F_7878_V2__9117,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7652,G21F_7878_V2__9124,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7654,G21F_7878_V2__9168,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7656,G21F_7878_V2__9189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7660,G21F_7878_V2__9264,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7661,G21F_7878_V2__9269,Unassigned,Unassigned,Unassigned,,Overlap (VC_1131/VC_1144),,,,,,,,,,
7662,G21F_7878_V2__9280,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7664,G21F_7878_V2__9307,Unassigned,Unassigned,Unassigned,,Overlap (VC_705/VC_741),,,,,,,,,,
7665,G21F_7878_V2__9315,Unassigned,Unassigned,Unassigned,,Overlap (VC_61/VC_66),,,,,,,,,,
7666,G21F_7878_V2__9318,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7671,G21F_7878_V2__944,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7672,G21F_7878_V2__9455,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7673,G21F_7878_V2__9457,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7674,G21F_7878_V2__9473,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7676,G21F_7878_V2__9511,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7679,G21F_7878_V2__9563,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7680,G21F_7878_V2__9572,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7681,G21F_7878_V2__9594,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7682,G21F_7878_V2__9595,Unassigned,Unassigned,Unassigned,,Overlap (VC_840/VC_1360),,,,,,,,,,
7683,G21F_7878_V2__9624,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7684,G21F_7878_V2__9627,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7685,G21F_7878_V2__963,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7686,G21F_7878_V2__9651,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7687,G21F_7878_V2__9652,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7688,G21F_7878_V2__9662,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7689,G21F_7878_V2__9700,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7691,G21F_7878_V2__9768,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7692,G21F_7878_V2__9771,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7693,G21F_7878_V2__9776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7694,G21F_7878_V2__9838,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7695,G21F_7878_V2__9869,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7696,G21F_7878_V2__9880,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7697,G21F_7878_V2__9902,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7698,G21F_7878_V2__9906,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7699,G21F_7878_V2__9929,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7701,G21F_7878_V2__9980,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7704,G21F_7881_V3__1025,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7705,G21F_7881_V3__10260,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7706,G21F_7881_V3__103,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7707,G21F_7881_V3__1069,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7711,G21F_7881_V3__1848,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7712,G21F_7881_V3__1871,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7713,G21F_7881_V3__2113,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7715,G21F_7881_V3__2285,Unassigned,Unassigned,Unassigned,,Overlap (VC_205/VC_1378),,,,,,,,,,
7716,G21F_7881_V3__2614,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7717,G21F_7881_V3__2737,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7719,G21F_7881_V3__2984,Unassigned,Unassigned,Unassigned,,Overlap (VC_280/VC_1183/VC_1214),,,,,,,,,,
7720,G21F_7881_V3__302,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7721,G21F_7881_V3__3049,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7722,G21F_7881_V3__3176,Unassigned,Unassigned,Unassigned,,Overlap (VC_929/VC_1487),,,,,,,,,,
7725,G21F_7881_V3__3317,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7728,G21F_7881_V3__342,Unassigned,Unassigned,Unassigned,,Overlap (VC_718/VC_838/VC_1129),,,,,,,,,,
7729,G21F_7881_V3__3462,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7730,G21F_7881_V3__3502,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7731,G21F_7881_V3__3507,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7734,G21F_7881_V3__3808,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
