contig_id	length	taxa_priority	taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species
BAH14_V__4499	24055	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__266	24183	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__605	24226	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AYW2_V__2	24354	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__6903	24459	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7933V__528	24500	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__2860	24594	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD1_V__2671	24697	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__5090	24921	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__6570	24950	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__6051	24985	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6053	24986	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__3906	25056	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__418	25096	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__686	25234	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__208	25234	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC7_V__1773	25277	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6587	25294	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8590_V__3315	25320	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__616	25377	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__5589	25419	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8590_V__3763	25568	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__7711	25596	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__804	25630	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__98	25683	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__3910	25772	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__6586	25866	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__5521	25986	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM1_V__7993	26004	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF3_V__4351	26046	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2599	26109	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J7928V2__941	26162	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__3581	26174	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__8044	26178	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__1596	26204	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__7273	26256	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__5514	26412	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD1_V__1379	26428	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__1531	26468	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__2778	26514	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__2306	26524	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__3851	26555	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7881_V3__546	26608	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__6680	26618	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__5601	26658	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__1983	26663	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__3459	26787	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__6679	26809	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8393_V__1241	26891	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__510	27004	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__6694	27267	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__6119	27342	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__9375	27365	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG0_V__417	27513	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2086	27717	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__5848	27837	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8658_V__3053	28087	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__1390	28109	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__2211	28137	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__12	28178	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__4358	28184	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
MixRN7_V4__3467	28186	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V11__552	28254	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__5519	28306	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7872_V1__915	28311	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP2_V__9073	28322	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__1530	28400	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF1_V__6669	28501	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__1500	28505	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__7386	28540	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__10063	28602	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__3194	28740	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J7927V1__5371	28834	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__2415	28834	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__2495	28897	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__5999	28918	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
MixRN7_V4__1059	28959	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__5416	28961	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__1614	29001	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__3200	29020	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__4317	29102	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZO8_V__2207	29141	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC3_V__2062	29183	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAS3_V__9064	29218	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__6688	29238	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__2690	29260	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__909	29294	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__593	29370	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD6_V__62	29374	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6492	29390	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__5350	29408	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__7050	29504	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__5128	29604	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6315	29696	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG10_V__720	29759	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8190_V__6023	29768	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__7687	29785	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__7968	29843	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7274	29867	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__5763	29872	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__418	29873	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__686	29888	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__2585	29905	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZS2_V__1251	29915	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7924V__8891	30006	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8768_V__7168	30150	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__5892	30166	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7881_V3__1025	30199	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__1060	30260	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC7_V__5488	30342	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8399_V__5110	30487	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__563	30500	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__1413	30532	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__3563	30579	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__3243	30608	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__907	30692	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZJ1_V__3521	30774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG0_V__5112	30921	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V9__5891	30983	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__6498	30995	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__5546	30996	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__6823	31059	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG1_V__5793	31068	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__5542	31070	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__5476	31137	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__5519	31348	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__5318	31378	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6855	31382	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__1662	31438	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__6189	31463	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__5386	31471	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD2_V__2087	31548	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8399_V__4386	31554	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__415	31680	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8340_V__5754	31792	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__315	31849	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__2344	31934	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__4070	32082	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V17__6412	32082	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ2_V__8774	32087	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__4319	32214	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__626	32254	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY6_V__1650	32381	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__7090	32454	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__6916	32479	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2436	32516	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZV1_V__3922	32618	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__3137	32874	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__8892	33065	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__6206	33133	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4441	33141	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__3211	33174	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8399_V__1162	33221	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8196V__1251	33268	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8399_V__9864	33350	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__4863	33350	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__7028	33372	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__8139	33413	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7943V__2209	33421	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__5065	33461	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAO5_V__293	33738	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__6902	33896	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__6192	33958	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__5835	34010	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6717	34031	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__2862	34058	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZJ10_V__41	34122	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__5917	34132	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__2267	34209	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__41	34245	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__41	34245	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__10111	34287	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG0_V__6940	34339	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__6081	34360	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__9803	34410	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4514	34418	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__2865	34443	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB1_V__843	34455	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__6066	34464	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__2306	34485	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__5434	34519	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__2460	34525	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7872_V1__3556	34576	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7875_V2__3267	34600	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__7887	34606	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__141	34620	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__4951	34627	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__5599	34630	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX3_V__1992	34718	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V20__9621	34723	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2468	34794	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__6402	34837	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF2_V__2136	34839	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBF8_V__291	34901	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__5124	34943	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__5642	34981	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__270	35131	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__1703	35166	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__4392	35176	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8068_V__4379	35267	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__7572	35273	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__12	35289	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__2533	35352	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7132	35506	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__1601	35568	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__1045	35589	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__7509	35682	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__9777	35793	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__5502	35855	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__271	35858	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__6448	35881	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__2312	35911	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__615	36065	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__492	36175	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__522	36176	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__759	36244	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__2217	36263	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY9_V__6525	36288	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__2457	36366	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__5486	36487	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8399_V__7884	36536	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__6706	36586	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6343	36868	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC7_V__614	37024	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7869_V4__5465	37078	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__5636	37108	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__218	37142	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__1572	37232	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__5688	37389	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__4384	37397	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF1_V__1514	37407	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7869_V4__3352	37467	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7881_V3__1494	37477	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY6_V__4667	37656	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM2_V__5491	37775	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__5548	37823	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__8047	37885	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__5467	37905	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__8262	37921	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8193_V__2305	38047	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__2756	38138	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__2823	38256	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8768_V__5802	38265	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8588_V__5863	38622	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__141	38729	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD2_V__2381	38730	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ2_V__1705	38833	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__6757	38836	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF1_V__5523	38853	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__5138	38856	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__6338	38921	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__5669	39009	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__6898	39013	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__7789	39023	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZV1_V__6609	39086	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__6131	39141	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__615	39165	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__1955	39211	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBF6_V__1266	39273	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__6394	39285	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__4760	39310	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8418_V__1075	39337	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__4049	39480	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8590_V__73	39483	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM6_V__8300	39500	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8349_V__5419	39619	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7869_V4__6476	39712	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__5987	39750	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__1265	39767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V12__1632	39820	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__5535	39840	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__7124	39843	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8190_V__249	39853	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8418_V__6623	39884	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__8341	39898	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__3169	39920	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__1276	39926	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__436	40098	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2385	40121	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF1_V__5562	40276	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J7928V2__468	40295	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD1_V__4934	40328	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP2_V__2127	40421	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__5862	40425	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V14__8347	40505	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8533_V__42	40554	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAD2_V__3011	40655	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__1421	40929	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7879_V5__4629	40968	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__305	41086	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__7815	41103	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
